action	old_reference	source	new_reference	note
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1544854596586-7FOG52OLULL4UHSPLNVH_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1544854596586-7FOG52OLULL4UHSPLNVH_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1544854596586-7FOG52OLULL4UHSPLNVH_image-asset.png	optimized 62537->62537 resize_intermediate=62537
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1544854659605-KWGC4VTKG7T0YAV4BRQF_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1544854659605-KWGC4VTKG7T0YAV4BRQF_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1544854659605-KWGC4VTKG7T0YAV4BRQF_image-asset.png	optimized 72385->72385 resize_intermediate=72385
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1545512930255-182II4B4DS5WHX9AYK42_Roles+in+Trauma+Informed+Schools.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1545512930255-182II4B4DS5WHX9AYK42_Roles+in+Trauma+Informed+Schools.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1545512930255-182II4B4DS5WHX9AYK42_Roles+in+Trauma+Informed+Schools.jpg	optimized 517039->514141 resize_intermediate=514141
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1545513078598-0SIHKY7MZDSRJ06AZLC7_Roles+in+Trauma+Informed+Schools+black.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1545513078598-0SIHKY7MZDSRJ06AZLC7_Roles+in+Trauma+Informed+Schools+black.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1545513078598-0SIHKY7MZDSRJ06AZLC7_Roles+in+Trauma+Informed+Schools+black.jpg	optimized 518305->516817 resize_intermediate=516817
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1547003123538-XHPYIWVHEJHPAQYIP2C4_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1547003123538-XHPYIWVHEJHPAQYIP2C4_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1547003123538-XHPYIWVHEJHPAQYIP2C4_image-asset.png	optimized 1284410->1852335 resize_intermediate=1852335
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1548625710414-CBXP4UVU7BMKUSB99NBN_Screenshot+2019-01-27+12.44.56.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1548625710414-CBXP4UVU7BMKUSB99NBN_Screenshot+2019-01-27+12.44.56.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1548625710414-CBXP4UVU7BMKUSB99NBN_Screenshot+2019-01-27+12.44.56.png	optimized 52110->52110 resize_intermediate=52110
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550447454644-GGA48CIQ02WY97AS0L4V_Screenshot+2019-02-17+14.49.59.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550447454644-GGA48CIQ02WY97AS0L4V_Screenshot+2019-02-17+14.49.59.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1550447454644-GGA48CIQ02WY97AS0L4V_Screenshot+2019-02-17+14.49.59.png	optimized 2460043->2192724 resize_intermediate=2192724
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550447723022-N3M3PDMLSE5BNY5UGAFT_infographic.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550447723022-N3M3PDMLSE5BNY5UGAFT_infographic.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1550447723022-N3M3PDMLSE5BNY5UGAFT_infographic.jpg	optimized 466688->445966 resize_intermediate=466688
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550448072061-Q3E6ZN50028V8UVSLBF9_Screenshot+2019-02-17+15.00.45.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550448072061-Q3E6ZN50028V8UVSLBF9_Screenshot+2019-02-17+15.00.45.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1550448072061-Q3E6ZN50028V8UVSLBF9_Screenshot+2019-02-17+15.00.45.png	optimized 1698982->1519235 resize_intermediate=1698982
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550448173539-EXGD5T1ZP5HZUUM4MHJA_Screenshot+2019-02-17+15.02.39.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1550448173539-EXGD5T1ZP5HZUUM4MHJA_Screenshot+2019-02-17+15.02.39.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1550448173539-EXGD5T1ZP5HZUUM4MHJA_Screenshot+2019-02-17+15.02.39.png	optimized 357768->350316 resize_intermediate=357768
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1561420752193-EINNWRRBE4WI596J273H_1200x630bb.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1561420752193-EINNWRRBE4WI596J273H_1200x630bb.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1561420752193-EINNWRRBE4WI596J273H_1200x630bb.png	optimized 196133->196133 resize_intermediate=196133
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1561420860935-3FMEFKMCIT16PX4HM36M_Word-icon.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1561420860935-3FMEFKMCIT16PX4HM36M_Word-icon.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1561420860935-3FMEFKMCIT16PX4HM36M_Word-icon.png	optimized 3723->3723 resize_intermediate=3723
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1561585926534-TTVG6QKT5A82B8PNF55O_IMG_0572.jpeg_	/Users/jethrojones/jethro/website/assets/content_v1_4fffa949e4b0b4590d67b4e7_1561585926534-TTVG6QKT5A82B8PNF55O_IMG_0572.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1561585926534-TTVG6QKT5A82B8PNF55O_IMG_0572.jpeg	optimized 1060880->951731 resize_intermediate=951731
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1570154867171-4O5NK7LWGQNRDJU1M131_ReWire+Design+Thinking+Handout.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1570154867171-4O5NK7LWGQNRDJU1M131_ReWire+Design+Thinking+Handout.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1570154867171-4O5NK7LWGQNRDJU1M131_ReWire+Design+Thinking+Handout.png	optimized 84140->84140 resize_intermediate=84140
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1570155131228-UMLF7E45BNY7S2SJ2FGU_IMG_1377.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1570155131228-UMLF7E45BNY7S2SJ2FGU_IMG_1377.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1570155131228-UMLF7E45BNY7S2SJ2FGU_IMG_1377.jpg	optimized 185484->185484 resize_intermediate=185484
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571942958045-BWXSMR4GYLE2RMSYXRFV_Screenshot+2019-10-24+10.42.48.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571942958045-BWXSMR4GYLE2RMSYXRFV_Screenshot+2019-10-24+10.42.48.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1571942958045-BWXSMR4GYLE2RMSYXRFV_Screenshot+2019-10-24+10.42.48.png	optimized 44883->44883 resize_intermediate=44883
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943091913-9WI993BY8IJKK0T1OF9S_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943091913-9WI993BY8IJKK0T1OF9S_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1571943091913-9WI993BY8IJKK0T1OF9S_image-asset.png	optimized 5007->5007 resize_intermediate=5007
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943250076-LD2UQ63GMS8UUDKCM6C3_Screenshot+2019-10-24+10.43.02.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943250076-LD2UQ63GMS8UUDKCM6C3_Screenshot+2019-10-24+10.43.02.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1571943250076-LD2UQ63GMS8UUDKCM6C3_Screenshot+2019-10-24+10.43.02.png	optimized 32582->32582 resize_intermediate=32582
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943273940-IMUEBOEMQ0TZFA7ZFDS7_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1571943273940-IMUEBOEMQ0TZFA7ZFDS7_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1571943273940-IMUEBOEMQ0TZFA7ZFDS7_image-asset.png	optimized 34980->34980 resize_intermediate=34980
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1573138546223-O9QHLT26NJ90VWK0GRYB_IMG_1811.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1573138546223-O9QHLT26NJ90VWK0GRYB_IMG_1811.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1573138546223-O9QHLT26NJ90VWK0GRYB_IMG_1811.jpg	optimized 319802->338039 resize_intermediate=338039
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1573138792252-88RL8UR4E5C61BFY6QMN_783E0D93-6778-4FD3-AAA5-A2F382902CB3.JPG_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1573138792252-88RL8UR4E5C61BFY6QMN_783E0D93-6778-4FD3-AAA5-A2F382902CB3.JPG	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1573138792252-88RL8UR4E5C61BFY6QMN_783E0D93-6778-4FD3-AAA5-A2F382902CB3.JPG	optimized 575505->725774 resize_intermediate=725774
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1575866146386-PKHMDNQ3UIXYGEWKKITI_IMG_0171.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1575866146386-PKHMDNQ3UIXYGEWKKITI_IMG_0171.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1575866146386-PKHMDNQ3UIXYGEWKKITI_IMG_0171.png	optimized 1695158->1570491 resize_intermediate=1570491
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582003080950-MOWB7UDJZNPA14R6BN3R_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582003080950-MOWB7UDJZNPA14R6BN3R_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1582003080950-MOWB7UDJZNPA14R6BN3R_image-asset.jpeg	optimized 314086->254000 resize_intermediate=254000
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582003129553-76ZQSSXU20H0XVV03Y4R_image-asset.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582003129553-76ZQSSXU20H0XVV03Y4R_image-asset.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1582003129553-76ZQSSXU20H0XVV03Y4R_image-asset.png	optimized 15878->15878 resize_intermediate=15878
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582557741478-1UBOOG26BF6KITWEQ1XU_5StagesMountain+large.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582557741478-1UBOOG26BF6KITWEQ1XU_5StagesMountain+large.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1582557741478-1UBOOG26BF6KITWEQ1XU_5StagesMountain+large.png	optimized 702131->787538 resize_intermediate=787538
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582732574826-JJTGJ2FOKRLTRQZC48E4_CompassGuideSageSimple.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1582732574826-JJTGJ2FOKRLTRQZC48E4_CompassGuideSageSimple.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1582732574826-JJTGJ2FOKRLTRQZC48E4_CompassGuideSageSimple.png	optimized 129621->129621 resize_intermediate=129621
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584625295581-9ODZ0L4VKX22H71SCZX6_testing.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584625295581-9ODZ0L4VKX22H71SCZX6_testing.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584625295581-9ODZ0L4VKX22H71SCZX6_testing.jpg	optimized 824729->732278 resize_intermediate=732278
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584726993993-80UF1LODLAM0CGN03FN6_IMG_3044.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584726993993-80UF1LODLAM0CGN03FN6_IMG_3044.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584726993993-80UF1LODLAM0CGN03FN6_IMG_3044.jpg	optimized 41050->41050 resize_intermediate=41050
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727050360-EPVAEA3IKE561MAZB53Q_IMG_3045.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727050360-EPVAEA3IKE561MAZB53Q_IMG_3045.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584727050360-EPVAEA3IKE561MAZB53Q_IMG_3045.jpg	optimized 70012->70012 resize_intermediate=70012
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727169034-LYO33PHH7ALH23F1YLAE_IMG_8C89CF6DDCF9-1.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727169034-LYO33PHH7ALH23F1YLAE_IMG_8C89CF6DDCF9-1.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584727169034-LYO33PHH7ALH23F1YLAE_IMG_8C89CF6DDCF9-1.jpeg	optimized 28015->28015 resize_intermediate=28015
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727264852-XEB4RSN32DNQJNGZ26CT_IMG_3043.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584727264852-XEB4RSN32DNQJNGZ26CT_IMG_3043.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584727264852-XEB4RSN32DNQJNGZ26CT_IMG_3043.jpg	optimized 33258->33258 resize_intermediate=33258
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584975942825-RK62E9BN1JBX12SKY6H0_Screenshot+2020-03-23+06.35.57.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1584975942825-RK62E9BN1JBX12SKY6H0_Screenshot+2020-03-23+06.35.57.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1584975942825-RK62E9BN1JBX12SKY6H0_Screenshot+2020-03-23+06.35.57.png	optimized 78435->78435 resize_intermediate=78435
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585101022042-RBLHU8AG2F590LMOGLKH_maslow-s-hierarchy-of-needs--scalable-vector-illustration-655400474-5c6a47f246e0fb000165cb0a.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585101022042-RBLHU8AG2F590LMOGLKH_maslow-s-hierarchy-of-needs--scalable-vector-illustration-655400474-5c6a47f246e0fb000165cb0a.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1585101022042-RBLHU8AG2F590LMOGLKH_maslow-s-hierarchy-of-needs--scalable-vector-illustration-655400474-5c6a47f246e0fb000165cb0a.jpg	optimized 57799->57799 resize_intermediate=57799
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585868318367-UL3E59AL6SD7LQ7GY5O6_Screenshot+2020-04-02+14.30.15.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585868318367-UL3E59AL6SD7LQ7GY5O6_Screenshot+2020-04-02+14.30.15.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1585868318367-UL3E59AL6SD7LQ7GY5O6_Screenshot+2020-04-02+14.30.15.png	optimized 45439->45439 resize_intermediate=45439
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585868470756-TPUFQLPJ2YOV36GS5QW7_IMG_4016.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1585868470756-TPUFQLPJ2YOV36GS5QW7_IMG_4016.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1585868470756-TPUFQLPJ2YOV36GS5QW7_IMG_4016.jpg	optimized 148358->148358 resize_intermediate=148358
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1591106238935-RMMG6R2NVLHX4ZZ8YWA4_Screenshot+2020-06-02+06.47.39.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1591106238935-RMMG6R2NVLHX4ZZ8YWA4_Screenshot+2020-06-02+06.47.39.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1591106238935-RMMG6R2NVLHX4ZZ8YWA4_Screenshot+2020-06-02+06.47.39.png	optimized 115962->115962 resize_intermediate=115962
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594747691421-Y14SRESDTL5XDHEIGTHF_SchoolX+cover+front.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594747691421-Y14SRESDTL5XDHEIGTHF_SchoolX+cover+front.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594747691421-Y14SRESDTL5XDHEIGTHF_SchoolX+cover+front.jpg	optimized 117687->117687 resize_intermediate=117687
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594834827168-DCX3ZW9QQDH9OHAMH8X2_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594834827168-DCX3ZW9QQDH9OHAMH8X2_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594834827168-DCX3ZW9QQDH9OHAMH8X2_image-asset.jpeg	optimized 223131->218599 resize_intermediate=218599
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835121811-WGERZJHG6UN5I0AP915M_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835121811-WGERZJHG6UN5I0AP915M_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594835121811-WGERZJHG6UN5I0AP915M_image-asset.jpeg	optimized 617863->464127 resize_intermediate=464127
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835179178-80EKXIC4UIJEEOMC9O3G_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835179178-80EKXIC4UIJEEOMC9O3G_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594835179178-80EKXIC4UIJEEOMC9O3G_image-asset.jpeg	optimized 420256->315163 resize_intermediate=315163
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835222529-42E5YLQ08TJ67I30TPBO_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835222529-42E5YLQ08TJ67I30TPBO_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594835222529-42E5YLQ08TJ67I30TPBO_image-asset.jpeg	optimized 946016->610470 resize_intermediate=610470
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835425486-8QQXGQSAUIDJOUDPQ064_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1594835425486-8QQXGQSAUIDJOUDPQ064_image-asset.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1594835425486-8QQXGQSAUIDJOUDPQ064_image-asset.jpeg	optimized 916407->690652 resize_intermediate=690652
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1600101125453-XTNPBKWVSF1L28PAD6U4_Screen+Shot+2020-08-04+at+1.46.59+PM.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1600101125453-XTNPBKWVSF1L28PAD6U4_Screen+Shot+2020-08-04+at+1.46.59+PM.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1600101125453-XTNPBKWVSF1L28PAD6U4_Screen+Shot+2020-08-04+at+1.46.59+PM.png	optimized 428821->428821 resize_intermediate=428821
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1600102924930-0VC7D3NL39FLICRF9XPX_IMG_31C61D882E06-1.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1600102924930-0VC7D3NL39FLICRF9XPX_IMG_31C61D882E06-1.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1600102924930-0VC7D3NL39FLICRF9XPX_IMG_31C61D882E06-1.jpeg	optimized 460906->493994 resize_intermediate=493994
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1620149468495-AY5ZO97PG56NGI5283UC_IMG_AAB58DE4EEFB-1.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1620149468495-AY5ZO97PG56NGI5283UC_IMG_AAB58DE4EEFB-1.jpeg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1620149468495-AY5ZO97PG56NGI5283UC_IMG_AAB58DE4EEFB-1.jpeg	optimized 276892->305718 resize_intermediate=305718
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1622049689340-09BSA125J588G9JUNAEC_Trauma+Podcast+Map.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1622049689340-09BSA125J588G9JUNAEC_Trauma+Podcast+Map.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1622049689340-09BSA125J588G9JUNAEC_Trauma+Podcast+Map.jpg	optimized 120425->120425 resize_intermediate=120425
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1629318348017-RGHQ4TA0LSQLFZMD80GZ_5stagesSDL+white.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1629318348017-RGHQ4TA0LSQLFZMD80GZ_5stagesSDL+white.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1629318348017-RGHQ4TA0LSQLFZMD80GZ_5stagesSDL+white.jpg	optimized 227170->227170 resize_intermediate=227170
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_230ec813-eadf-4b4e-9328-7fc7278e3217_IMG_1329_edited.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_230ec813-eadf-4b4e-9328-7fc7278e3217_IMG_1329_edited.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_230ec813-eadf-4b4e-9328-7fc7278e3217_IMG_1329_edited.jpg	optimized 38167->38167 resize_intermediate=38167
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_2d7d85e9-ee5c-4602-9063-f20c34a9fa1f_be_logo.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_2d7d85e9-ee5c-4602-9063-f20c34a9fa1f_be_logo.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_2d7d85e9-ee5c-4602-9063-f20c34a9fa1f_be_logo.jpg	optimized 178796->182057 resize_intermediate=182057
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_907ba9ee-bb1d-473a-bb38-2badec340e98_be_logo+under512.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_907ba9ee-bb1d-473a-bb38-2badec340e98_be_logo+under512.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_907ba9ee-bb1d-473a-bb38-2badec340e98_be_logo+under512.jpg	optimized 169360->180671 resize_intermediate=180671
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_a70a02cd-261c-470a-98d8-132a844ebe8d_how2be+cover.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_a70a02cd-261c-470a-98d8-132a844ebe8d_how2be+cover.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_a70a02cd-261c-470a-98d8-132a844ebe8d_how2be+cover.png	optimized 837722->837722 resize_intermediate=837722
